SEXO,NIVEL_ACADEMICO,DPTO_INSTITUCION,ORDEN,SECTOR_ADMTIVO,NATURALEZA_JURIDICA,CLASIFICACION_ORGANICA,NIVEL_JERARQUICO_EMPLEO,TIPO_NOMBRAMIENTO,ASIG_BASICA,FECHA_VINCULACION
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6392791.0,2022-01-01
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1000000.0,2022-07-18
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2048055.0,2013-11-15
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ÓRGANO AUTÓNOMO,ÓRGANO AUTÓNOMO,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,7793061.0,2022-01-24
MASCULINO,POSTGRADO,CASANARE,TERRITORIAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,PERIODO FIJO,4832864.0,2021-09-01
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5323296.0,2021-09-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRANSPORTE,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4312775.0,2011-04-01
MASCULINO,POSTGRADO,CASANARE,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5017198.0,2020-01-02
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2525510.0,2017-08-03
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5550932.0,2017-09-18
MASCULINO,POSTGRADO,VAUPÉS,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7047028.0,2021-06-03
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3152174.0,2021-04-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5223436.0,2018-09-17
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,RAMA JUDICIAL,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,16674915.0,2006-02-16
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,12704000.0,2021-10-14
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,EDUCACIÓN,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6461381.0,2020-02-03
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5163475.0,2022-01-03
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2505571.0,2022-08-17
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,"COMERCIO, INDUSTRIA Y TURISMO",UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7480301.0,2022-01-25
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5523079.0,1997-04-10
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,INTERIOR,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3534752.0,2021-06-03
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6814232.0,2016-11-21
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2384170.0,2002-10-28
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRABAJO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,CONTRATO LABORAL,21439655.0,2017-11-07
FEMENINO,BASICA SECUNDARIA,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,PERSONERÍA DISTRITAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8175282.0,2016-06-03
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2250064.0,2010-01-12
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5466322.0,2020-01-09
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,TRABAJO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3534752.0,2014-01-23
MASCULINO,BASICA SECUNDARIA,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,SOCIEDAD ANÓNIMA,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,7419273.0,2006-12-04
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,"AGROPECUARIO, PESQUERO Y DE DESARROLLO RURAL",UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,10134236.0,2012-12-27
MASCULINO,POSTGRADO,RISARALDA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5942916.0,2020-01-21
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,7111364.0,2020-04-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,PROCURADURÍA GENERAL DE LA NACIÓN,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3733641.0,2018-05-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2988101.0,2018-09-17
MASCULINO,PREGRADO,SANTANDER,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1620905.0,2020-11-02
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2024136.0,2020-06-06
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRABAJO,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5612329.0,2021-05-12
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2623364.0,2020-02-26
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,7232944.0,1998-03-17
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8872530.0,2022-10-21
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5661976.0,2022-09-13
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,EDUCACIÓN,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5848787.0,2017-11-03
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ÓRGANO AUTÓNOMO,ÓRGANO AUTÓNOMO,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,8992884.0,2020-05-05
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PLANEACIÓN,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9952423.0,2021-04-16
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,RAMA JUDICIAL,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,20293834.0,2011-05-06
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4785607.0,2022-09-01
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN,3359357.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,7870605.0,2022-01-05
MASCULINO,SIN INFORMACION,TOLIMA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,4261639.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6308715.0,2016-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,9211835.0,2017-12-11
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PLANEACIÓN,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5163475.0,2016-03-07
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3172216.0,2016-10-10
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,11548689.0,2020-02-07
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,13744303.0,2022-06-15
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6308715.0,2018-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PLANEACIÓN,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,8811600.0,2021-06-01
MASCULINO,BASICA SECUNDARIA,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,SOCIEDAD DE ECONOMÍA MIXTA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,11112588.0,2015-07-22
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5661976.0,2014-12-16
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1901313.0,2002-09-25
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,INTERIOR,MINISTERIO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,7265579.0,2014-11-25
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2931809.0,2019-04-11
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3879493.0,2016-03-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6308715.0,2017-06-14
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN,3458164.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,7117265.0,2019-10-18
MASCULINO,PREGRADO,LA GUAJIRA,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7960779.0,2022-10-06
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4734941.0,2022-08-01
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9722290.0,2022-10-28
MASCULINO,POSTGRADO,TOLIMA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3466307.0,1978-08-11
MASCULINO,POSTGRADO,META,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5011341.0,2020-04-20
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2430145.0,2022-03-03
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2548140.0,2012-03-16
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,MINISTERIO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8338354.0,2022-01-28
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6308715.0,2019-12-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ÓRGANO AUTÓNOMO,ÓRGANO AUTÓNOMO,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,9881584.0,2019-02-18
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRANSPORTE,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,9881584.0,2018-08-28
MASCULINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7693000.0,2020-02-14
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3814046.0,2020-01-01
MASCULINO,POSTGRADO,SANTANDER,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,5858366.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4544577.0,2016-12-19
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3363158.0,2020-06-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,9881584.0,2022-08-17
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,PROCURADURÍA GENERAL DE LA NACIÓN,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4298673.0,2017-06-05
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,MINAS Y ENERGÍA,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,11710044.0,2014-01-15
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,CULTURA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4712047.0,2016-01-15
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4580898.0,2012-01-18
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,6796534.0,2010-06-09
MASCULINO,POSTGRADO,META,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3879000.0,1978-02-20
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5458553.0,2013-12-16
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,ESTADÍSTICAS,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8068525.0,2021-08-19
MASCULINO,SIN INFORMACION,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1830000.0,2016-01-03
MASCULINO,BASICA SECUNDARIA,ARAUCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3882000.0,2021-07-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,"COMERCIO, INDUSTRIA Y TURISMO",MINISTERIO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9226856.0,2021-05-03
MASCULINO,POSTGRADO,CASANARE,TERRITORIAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3162357.0,2022-11-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,CULTURA,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6308715.0,2020-04-13
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,DEFENSORÍA DEL PUEBLO,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7835205.0,2022-08-12
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4531282.0,2005-12-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5848787.0,2016-06-02
MASCULINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4035312.0,2022-02-22
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,11716732.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRABAJO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,CONTRATO LABORAL,12432203.0,2012-06-27
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,CONCEJO MUNICIPAL,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,12380982.0,2022-01-01
MASCULINO,POSTGRADO,SANTANDER,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,ORGANISMO DE CONTROL Y VIGILANCIA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5170000.0,2022-01-18
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,10598987.0,2022-08-29
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,MINISTERIO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3055244.0,2022-11-11
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,MINAS Y ENERGÍA,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,11710044.0,2021-03-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5764758.0,2015-12-07
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,REGISTRADURÍA NACIONAL,ORGANIZACIÓN ELECTORAL,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9312995.0,2019-12-06
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7727305.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,SOCIEDAD ANÓNIMA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9046591.0,2016-04-01
